eid,code,phase,noise,wet
3,FOUH,P,0.000,0.000
3,FOUH,S,0.000,0.000
3,APSL,P,0.000,0.000
3,APSL,S,0.000,0.000
3,MGUS,P,0.000,0.000
3,VOCA,P,0.000,0.000
3,VOCA,S,0.000,0.000
3,RAWC,P,0.000,0.000
3,RPKV,P,0.000,0.000
3,RPKV,S,0.000,0.000
3,QYDI,P,0.000,0.000
3,QYDI,S,0.000,0.000
3,HLUH,P,0.000,0.000
3,HLUH,S,0.000,0.000
4,LUEX,P,0.000,0.000
4,LUEX,S,0.000,0.000
4,RHPW,P,0.000,0.000
4,RHPW,S,0.000,0.000
4,CBZA,P,0.000,0.000
4,CBZA,S,0.000,0.000
4,AVTK,P,0.000,0.000
4,AVTK,S,0.000,0.000
4,XBVK,P,0.000,0.000
4,XBVK,S,0.000,0.000
4,DNOA,P,0.000,0.000
4,DNOA,S,0.000,0.000
4,DQYH,P,0.000,0.000
4,DQYH,S,0.000,0.000
4,MGUS,P,0.000,0.000
4,MGUS,S,0.000,0.000
4,RAWC,P,0.000,0.000
4,RAWC,S,0.000,0.000
4,APSL,P,0.000,0.000
4,APSL,S,0.000,0.000
4,FOUH,P,0.000,0.000
4,FOUH,S,0.000,0.000
4,VOCA,P,0.000,0.000
4,VOCA,S,0.000,0.000
4,RPKV,P,0.000,0.000
4,RPKV,S,0.000,0.000
4,QYDI,P,0.000,0.000
4,QYDI,S,0.000,0.000
4,HLUH,P,0.000,0.000
4,HLUH,S,0.000,0.000
5,RHPW,P,0.000,0.000
5,RHPW,S,0.000,0.000
5,XBVK,P,0.000,0.000
5,XBVK,S,0.000,0.000
5,LUEX,P,0.000,0.000
5,LUEX,S,0.000,0.000
5,AVTK,P,0.000,0.000
5,AVTK,S,0.000,0.000
5,DNOA,P,0.000,0.000
5,DNOA,S,0.000,0.000
5,CBZA,P,0.000,0.000
5,CBZA,S,0.000,0.000
5,FOUH,P,0.000,0.000
5,FOUH,S,0.000,0.000
5,DQYH,P,0.000,0.000
5,MGUS,P,0.000,0.000
5,MGUS,S,0.000,0.000
5,APSL,P,0.000,0.000
5,APSL,S,0.000,0.000
5,RAWC,P,0.000,0.000
5,RAWC,S,0.000,0.000
5,VOCA,P,0.000,0.000
5,VOCA,S,0.000,0.000
5,RPKV,P,0.000,0.000
5,RPKV,S,0.000,0.000
5,QYDI,P,0.000,0.000
5,QYDI,S,0.000,0.000
5,HLUH,P,0.000,0.000
5,HLUH,S,0.000,0.000
6,RHPW,P,0.000,0.000
6,RHPW,S,0.000,0.000
6,LUEX,P,0.000,0.000
6,LUEX,S,0.000,0.000
6,XBVK,P,0.000,0.000
6,XBVK,S,0.000,0.000
6,AVTK,P,0.000,0.000
6,AVTK,S,0.000,0.000
6,CBZA,P,0.000,0.000
6,CBZA,S,0.000,0.000
6,DQYH,P,0.000,0.000
6,DNOA,P,0.000,0.000
6,DNOA,S,0.000,0.000
6,FOUH,P,0.000,0.000
6,FOUH,S,0.000,0.000
6,MGUS,P,0.000,0.000
6,MGUS,S,0.000,0.000
6,APSL,P,0.000,0.000
6,APSL,S,0.000,0.000
6,RAWC,P,0.000,0.000
6,RAWC,S,0.000,0.000
6,VOCA,P,0.000,0.000
6,VOCA,S,0.000,0.000
6,RPKV,P,0.000,0.000
6,RPKV,S,0.000,0.000
6,QYDI,P,0.000,0.000
6,QYDI,S,0.000,0.000
6,HLUH,P,0.000,0.000
6,HLUH,S,0.000,0.000
7,RHPW,P,0.000,0.000
7,RHPW,S,0.000,0.000
7,LUEX,P,0.000,0.000
7,LUEX,S,0.000,0.000
7,XBVK,P,0.000,0.000
7,XBVK,S,0.000,0.000
7,AVTK,P,0.000,0.000
7,AVTK,S,0.000,0.000
7,RAWC,P,0.000,0.000
7,RAWC,S,0.000,0.000
7,MGUS,P,0.000,0.000
7,MGUS,S,0.000,0.000
7,DNOA,P,0.000,0.000
7,DNOA,S,0.000,0.000
7,APSL,P,0.000,0.000
7,APSL,S,0.000,0.000
7,DQYH,P,0.000,0.000
7,DQYH,S,0.000,0.000
7,FOUH,P,0.000,0.000
7,FOUH,S,0.000,0.000
7,VOCA,P,0.000,0.000
7,VOCA,S,0.000,0.000
7,RPKV,P,0.000,0.000
7,RPKV,S,0.000,0.000
7,HLUH,P,0.000,0.000
7,HLUH,S,0.000,0.000
8,RHPW,P,0.000,0.000
8,RHPW,S,0.000,0.000
8,LUEX,P,0.000,0.000
8,LUEX,S,0.000,0.000
8,XBVK,P,0.000,0.000
8,XBVK,S,0.000,0.000
8,CBZA,P,0.000,0.000
8,CBZA,S,0.000,0.000
8,MGUS,P,0.000,0.000
8,MGUS,S,0.000,0.000
8,DNOA,P,0.000,0.000
8,DNOA,S,0.000,0.000
8,RAWC,P,0.000,0.000
8,RAWC,S,0.000,0.000
8,APSL,P,0.000,0.000
8,APSL,S,0.000,0.000
8,DQYH,P,0.000,0.000
8,DQYH,S,0.000,0.000
8,FOUH,P,0.000,0.000
8,FOUH,S,0.000,0.000
8,VOCA,P,0.000,0.000
8,VOCA,S,0.000,0.000
8,RPKV,P,0.000,0.000
8,RPKV,S,0.000,0.000
8,HLUH,P,0.000,0.000
8,HLUH,S,0.000,0.000
9,XBVK,P,0.000,0.000
9,XBVK,S,0.000,0.000
9,RHPW,P,0.000,0.000
9,RHPW,S,0.000,0.000
9,LUEX,P,0.000,0.000
9,AVTK,P,0.000,0.000
9,AVTK,S,0.000,0.000
9,DQYH,P,0.000,0.000
9,DQYH,S,0.000,0.000
9,FOUH,P,0.000,0.000
9,FOUH,S,0.000,0.000
9,DNOA,P,0.000,0.000
9,DNOA,S,0.000,0.000
9,CBZA,P,0.000,0.000
9,CBZA,S,0.000,0.000
9,VOCA,P,0.000,0.000
9,VOCA,S,0.000,0.000
9,APSL,P,0.000,0.000
9,APSL,S,0.000,0.000
9,MGUS,P,0.000,0.000
9,RAWC,P,0.000,0.000
9,RAWC,S,0.000,0.000
9,RPKV,P,0.000,0.000
9,RPKV,S,0.000,0.000
9,QYDI,P,0.000,0.000
9,QYDI,S,0.000,0.000
9,HLUH,P,0.000,0.000
9,HLUH,S,0.000,0.000
10,RHPW,P,0.000,0.000
10,RHPW,S,0.000,0.000
10,XBVK,P,0.000,0.000
10,XBVK,S,0.000,0.000
10,DNOA,P,0.000,0.000
10,DNOA,S,0.000,0.000
10,MGUS,P,0.000,0.000
10,MGUS,S,0.000,0.000
10,APSL,P,0.000,0.000
10,APSL,S,0.000,0.000
10,LUEX,P,0.000,0.000
10,LUEX,S,0.000,0.000
10,FOUH,P,0.000,0.000
10,FOUH,S,0.000,0.000
10,RAWC,P,0.000,0.000
10,RAWC,S,0.000,0.000
10,VOCA,P,0.000,0.000
10,VOCA,S,0.000,0.000
10,AVTK,P,0.000,0.000
10,AVTK,S,0.000,0.000
10,CBZA,P,0.000,0.000
10,CBZA,S,0.000,0.000
10,QYDI,P,0.000,0.000
10,QYDI,S,0.000,0.000
10,RPKV,P,0.000,0.000
10,RPKV,S,0.000,0.000
10,HLUH,P,0.000,0.000
10,HLUH,S,0.000,0.000
11,CBZA,P,0.000,0.000
11,CBZA,S,0.000,0.000
11,LUEX,P,0.000,0.000
11,LUEX,S,0.000,0.000
11,RHPW,P,0.000,0.000
11,RHPW,S,0.000,0.000
11,AVTK,P,0.000,0.000
11,AVTK,S,0.000,0.000
11,XBVK,P,0.000,0.000
11,XBVK,S,0.000,0.000
11,RAWC,P,0.000,0.000
11,RAWC,S,0.000,0.000
11,MGUS,P,0.000,0.000
11,MGUS,S,0.000,0.000
11,DNOA,P,0.000,0.000
11,DNOA,S,0.000,0.000
11,DQYH,P,0.000,0.000
11,DQYH,S,0.000,0.000
11,APSL,P,0.000,0.000
11,APSL,S,0.000,0.000
11,FOUH,P,0.000,0.000
11,FOUH,S,0.000,0.000
11,VOCA,P,0.000,0.000
11,VOCA,S,0.000,0.000
11,RPKV,P,0.000,0.000
11,RPKV,S,0.000,0.000
11,HLUH,P,0.000,0.000
11,HLUH,S,0.000,0.000
12,RHPW,P,0.000,0.000
12,RHPW,S,0.000,0.000
12,LUEX,P,0.000,0.000
12,LUEX,S,0.000,0.000
12,XBVK,P,0.000,0.000
12,XBVK,S,0.000,0.000
12,AVTK,P,0.000,0.000
12,AVTK,S,0.000,0.000
12,CBZA,P,0.000,0.000
12,CBZA,S,0.000,0.000
12,DNOA,P,0.000,0.000
12,DNOA,S,0.000,0.000
12,DQYH,P,0.000,0.000
12,DQYH,S,0.000,0.000
12,MGUS,P,0.000,0.000
12,MGUS,S,0.000,0.000
12,FOUH,P,0.000,0.000
12,FOUH,S,0.000,0.000
12,RAWC,P,0.000,0.000
12,RAWC,S,0.000,0.000
12,APSL,P,0.000,0.000
12,APSL,S,0.000,0.000
12,VOCA,P,0.000,0.000
12,VOCA,S,0.000,0.000
12,RPKV,P,0.000,0.000
12,QYDI,P,0.000,0.000
12,QYDI,S,0.000,0.000
12,HLUH,P,0.000,0.000
12,HLUH,S,0.000,0.000
13,RHPW,P,0.000,0.000
13,XBVK,P,0.000,0.000
13,XBVK,S,0.000,0.000
13,LUEX,P,0.000,0.000
13,LUEX,S,0.000,0.000
13,AVTK,P,0.000,0.000
13,AVTK,S,0.000,0.000
13,CBZA,P,0.000,0.000
13,CBZA,S,0.000,0.000
13,DNOA,P,0.000,0.000
13,DNOA,S,0.000,0.000
13,MGUS,P,0.000,0.000
13,MGUS,S,0.000,0.000
13,DQYH,P,0.000,0.000
13,APSL,P,0.000,0.000
13,APSL,S,0.000,0.000
13,RAWC,P,0.000,0.000
13,RAWC,S,0.000,0.000
13,FOUH,P,0.000,0.000
13,FOUH,S,0.000,0.000
13,VOCA,P,0.000,0.000
13,VOCA,S,0.000,0.000
13,RPKV,P,0.000,0.000
13,RPKV,S,0.000,0.000
13,QYDI,P,0.000,0.000
13,QYDI,S,0.000,0.000
13,HLUH,P,0.000,0.000
13,HLUH,S,0.000,0.000
14,LUEX,P,0.000,0.000
14,LUEX,S,0.000,0.000
14,CBZA,P,0.000,0.000
14,CBZA,S,0.000,0.000
14,RHPW,P,0.000,0.000
14,RHPW,S,0.000,0.000
14,XBVK,P,0.000,0.000
14,XBVK,S,0.000,0.000
14,DQYH,P,0.000,0.000
14,DQYH,S,0.000,0.000
14,DNOA,P,0.000,0.000
14,DNOA,S,0.000,0.000
14,MGUS,P,0.000,0.000
14,MGUS,S,0.000,0.000
14,RAWC,P,0.000,0.000
14,RAWC,S,0.000,0.000
14,FOUH,P,0.000,0.000
14,FOUH,S,0.000,0.000
14,APSL,P,0.000,0.000
14,APSL,S,0.000,0.000
14,VOCA,P,0.000,0.000
14,VOCA,S,0.000,0.000
14,RPKV,P,0.000,0.000
14,RPKV,S,0.000,0.000
14,QYDI,P,0.000,0.000
14,QYDI,S,0.000,0.000
15,RHPW,P,0.000,0.000
15,RHPW,S,0.000,0.000
15,XBVK,P,0.000,0.000
15,XBVK,S,0.000,0.000
15,LUEX,P,0.000,0.000
15,LUEX,S,0.000,0.000
15,RAWC,P,0.000,0.000
15,RAWC,S,0.000,0.000
15,MGUS,P,0.000,0.000
15,MGUS,S,0.000,0.000
15,CBZA,P,0.000,0.000
15,CBZA,S,0.000,0.000
15,DNOA,P,0.000,0.000
15,DNOA,S,0.000,0.000
15,AVTK,P,0.000,0.000
15,AVTK,S,0.000,0.000
15,APSL,P,0.000,0.000
15,APSL,S,0.000,0.000
15,FOUH,P,0.000,0.000
15,FOUH,S,0.000,0.000
15,VOCA,P,0.000,0.000
15,VOCA,S,0.000,0.000
15,RPKV,P,0.000,0.000
15,RPKV,S,0.000,0.000
15,QYDI,P,0.000,0.000
15,QYDI,S,0.000,0.000
16,XBVK,P,0.000,0.000
16,XBVK,S,0.000,0.000
16,LUEX,P,0.000,0.000
16,LUEX,S,0.000,0.000
16,CBZA,P,0.000,0.000
16,CBZA,S,0.000,0.000
16,MGUS,P,0.000,0.000
16,MGUS,S,0.000,0.000
16,AVTK,P,0.000,0.000
16,AVTK,S,0.000,0.000
16,DNOA,P,0.000,0.000
16,DNOA,S,0.000,0.000
16,RAWC,P,0.000,0.000
16,RAWC,S,0.000,0.000
16,APSL,P,0.000,0.000
16,APSL,S,0.000,0.000
16,FOUH,P,0.000,0.000
16,FOUH,S,0.000,0.000
16,DQYH,P,0.000,0.000
16,DQYH,S,0.000,0.000
16,VOCA,P,0.000,0.000
16,RPKV,P,0.000,0.000
16,RPKV,S,0.000,0.000
16,QYDI,P,0.000,0.000
16,QYDI,S,0.000,0.000
16,HLUH,P,0.000,0.000
16,HLUH,S,0.000,0.000
17,LUEX,P,0.000,0.000
17,LUEX,S,0.000,0.000
17,RHPW,P,0.000,0.000
17,RHPW,S,0.000,0.000
17,AVTK,P,0.000,0.000
17,AVTK,S,0.000,0.000
17,CBZA,P,0.000,0.000
17,CBZA,S,0.000,0.000
17,DQYH,P,0.000,0.000
17,DQYH,S,0.000,0.000
17,DNOA,P,0.000,0.000
17,DNOA,S,0.000,0.000
17,FOUH,P,0.000,0.000
17,FOUH,S,0.000,0.000
17,MGUS,P,0.000,0.000
17,MGUS,S,0.000,0.000
17,RAWC,P,0.000,0.000
17,RAWC,S,0.000,0.000
17,APSL,P,0.000,0.000
17,APSL,S,0.000,0.000
17,VOCA,P,0.000,0.000
17,VOCA,S,0.000,0.000
17,RPKV,P,0.000,0.000
17,RPKV,S,0.000,0.000
17,QYDI,P,0.000,0.000
17,QYDI,S,0.000,0.000
17,HLUH,P,0.000,0.000
17,HLUH,S,0.000,0.000
18,RHPW,P,0.000,0.000
18,RHPW,S,0.000,0.000
18,XBVK,P,0.000,0.000
18,XBVK,S,0.000,0.000
18,LUEX,P,0.000,0.000
18,LUEX,S,0.000,0.000
18,DNOA,P,0.000,0.000
18,AVTK,P,0.000,0.000
18,AVTK,S,0.000,0.000
18,MGUS,P,0.000,0.000
18,CBZA,P,0.000,0.000
18,CBZA,S,0.000,0.000
18,APSL,P,0.000,0.000
18,APSL,S,0.000,0.000
18,RAWC,P,0.000,0.000
18,RAWC,S,0.000,0.000
18,FOUH,P,0.000,0.000
18,FOUH,S,0.000,0.000
18,DQYH,P,0.000,0.000
18,DQYH,S,0.000,0.000
18,VOCA,P,0.000,0.000
18,VOCA,S,0.000,0.000
18,RPKV,P,0.000,0.000
18,RPKV,S,0.000,0.000
18,QYDI,P,0.000,0.000
18,QYDI,S,0.000,0.000
18,HLUH,P,0.000,0.000
18,HLUH,S,0.000,0.000
19,RHPW,P,0.000,0.000
19,RHPW,S,0.000,0.000
19,XBVK,P,0.000,0.000
19,XBVK,S,0.000,0.000
19,AVTK,P,0.000,0.000
19,AVTK,S,0.000,0.000
19,CBZA,P,0.000,0.000
19,CBZA,S,0.000,0.000
19,DNOA,P,0.000,0.000
19,DNOA,S,0.000,0.000
19,DQYH,P,0.000,0.000
19,DQYH,S,0.000,0.000
19,FOUH,P,0.000,0.000
19,MGUS,P,0.000,0.000
19,MGUS,S,0.000,0.000
19,APSL,P,0.000,0.000
19,APSL,S,0.000,0.000
19,RAWC,P,0.000,0.000
19,RAWC,S,0.000,0.000
19,VOCA,P,0.000,0.000
19,VOCA,S,0.000,0.000
19,RPKV,P,0.000,0.000
19,RPKV,S,0.000,0.000
19,QYDI,P,0.000,0.000
19,QYDI,S,0.000,0.000
19,HLUH,P,0.000,0.000
19,HLUH,S,0.000,0.000
20,RHPW,P,0.000,0.000
20,RHPW,S,0.000,0.000
20,XBVK,P,0.000,0.000
20,XBVK,S,0.000,0.000
20,DNOA,P,0.000,0.000
20,DNOA,S,0.000,0.000
20,FOUH,P,0.000,0.000
20,APSL,P,0.000,0.000
20,APSL,S,0.000,0.000
20,LUEX,P,0.000,0.000
20,LUEX,S,0.000,0.000
20,MGUS,P,0.000,0.000
20,MGUS,S,0.000,0.000
20,AVTK,P,0.000,0.000
20,AVTK,S,0.000,0.000
20,VOCA,P,0.000,0.000
20,VOCA,S,0.000,0.000
20,DQYH,P,0.000,0.000
20,DQYH,S,0.000,0.000
20,RAWC,P,0.000,0.000
20,RAWC,S,0.000,0.000
20,CBZA,P,0.000,0.000
20,CBZA,S,0.000,0.000
20,QYDI,P,0.000,0.000
20,QYDI,S,0.000,0.000
20,RPKV,P,0.000,0.000
20,RPKV,S,0.000,0.000
20,HLUH,P,0.000,0.000
21,CBZA,P,0.000,0.000
21,CBZA,S,0.000,0.000
21,LUEX,P,0.000,0.000
21,LUEX,S,0.000,0.000
21,RHPW,P,0.000,0.000
21,RHPW,S,0.000,0.000
21,AVTK,P,0.000,0.000
21,AVTK,S,0.000,0.000
21,RAWC,P,0.000,0.000
21,RAWC,S,0.000,0.000
21,XBVK,P,0.000,0.000
21,XBVK,S,0.000,0.000
21,MGUS,P,0.000,0.000
21,MGUS,S,0.000,0.000
21,DNOA,P,0.000,0.000
21,DNOA,S,0.000,0.000
21,DQYH,P,0.000,0.000
21,DQYH,S,0.000,0.000
21,APSL,P,0.000,0.000
21,APSL,S,0.000,0.000
21,VOCA,P,0.000,0.000
21,VOCA,S,0.000,0.000
21,RPKV,P,0.000,0.000
21,RPKV,S,0.000,0.000
21,HLUH,P,0.000,0.000
21,HLUH,S,0.000,0.000
21,QYDI,P,0.000,0.000
21,QYDI,S,0.000,0.000
22,RHPW,P,0.000,0.000
22,RHPW,S,0.000,0.000
22,XBVK,P,0.000,0.000
22,XBVK,S,0.000,0.000
22,DNOA,P,0.000,0.000
22,DNOA,S,0.000,0.000
22,APSL,P,0.000,0.000
22,APSL,S,0.000,0.000
22,MGUS,P,0.000,0.000
22,MGUS,S,0.000,0.000
22,FOUH,P,0.000,0.000
22,FOUH,S,0.000,0.000
22,VOCA,P,0.000,0.000
22,VOCA,S,0.000,0.000
22,LUEX,P,0.000,0.000
22,LUEX,S,0.000,0.000
22,AVTK,P,0.000,0.000
22,AVTK,S,0.000,0.000
22,RAWC,P,0.000,0.000
22,RAWC,S,0.000,0.000
22,DQYH,P,0.000,0.000
22,DQYH,S,0.000,0.000
22,CBZA,P,0.000,0.000
22,CBZA,S,0.000,0.000
22,RPKV,P,0.000,0.000
22,HLUH,P,0.000,0.000
22,HLUH,S,0.000,0.000
23,RHPW,P,0.000,0.000
23,RHPW,S,0.000,0.000
23,LUEX,P,0.000,0.000
23,LUEX,S,0.000,0.000
23,XBVK,P,0.000,0.000
23,XBVK,S,0.000,0.000
23,AVTK,P,0.000,0.000
23,AVTK,S,0.000,0.000
23,CBZA,P,0.000,0.000
23,CBZA,S,0.000,0.000
23,DNOA,P,0.000,0.000
23,DQYH,P,0.000,0.000
23,DQYH,S,0.000,0.000
23,MGUS,P,0.000,0.000
23,MGUS,S,0.000,0.000
23,FOUH,P,0.000,0.000
23,FOUH,S,0.000,0.000
23,RAWC,P,0.000,0.000
23,RAWC,S,0.000,0.000
23,APSL,P,0.000,0.000
23,VOCA,P,0.000,0.000
23,VOCA,S,0.000,0.000
23,RPKV,P,0.000,0.000
23,RPKV,S,0.000,0.000
23,QYDI,P,0.000,0.000
23,QYDI,S,0.000,0.000
23,HLUH,P,0.000,0.000
23,HLUH,S,0.000,0.000
24,LUEX,P,0.000,0.000
24,LUEX,S,0.000,0.000
24,AVTK,P,0.000,0.000
24,AVTK,S,0.000,0.000
24,CBZA,P,0.000,0.000
24,CBZA,S,0.000,0.000
24,RHPW,P,0.000,0.000
24,RHPW,S,0.000,0.000
24,XBVK,P,0.000,0.000
24,XBVK,S,0.000,0.000
24,DQYH,P,0.000,0.000
24,DQYH,S,0.000,0.000
24,FOUH,P,0.000,0.000
24,FOUH,S,0.000,0.000
24,DNOA,P,0.000,0.000
24,DNOA,S,0.000,0.000
24,MGUS,P,0.000,0.000
24,MGUS,S,0.000,0.000
24,APSL,P,0.000,0.000
24,RAWC,P,0.000,0.000
24,VOCA,P,0.000,0.000
24,VOCA,S,0.000,0.000
24,RPKV,P,0.000,0.000
24,RPKV,S,0.000,0.000
24,HLUH,P,0.000,0.000
24,HLUH,S,0.000,0.000
24,QYDI,P,0.000,0.000
24,QYDI,S,0.000,0.000
25,RHPW,P,0.000,0.000
25,RHPW,S,0.000,0.000
25,XBVK,P,0.000,0.000
25,XBVK,S,0.000,0.000
25,DNOA,P,0.000,0.000
25,DNOA,S,0.000,0.000
25,APSL,P,0.000,0.000
25,APSL,S,0.000,0.000
25,LUEX,P,0.000,0.000
25,LUEX,S,0.000,0.000
25,MGUS,P,0.000,0.000
25,MGUS,S,0.000,0.000
25,AVTK,P,0.000,0.000
25,AVTK,S,0.000,0.000
25,DQYH,P,0.000,0.000
25,DQYH,S,0.000,0.000
25,RAWC,P,0.000,0.000
25,RAWC,S,0.000,0.000
25,CBZA,P,0.000,0.000
25,CBZA,S,0.000,0.000
25,QYDI,P,0.000,0.000
25,QYDI,S,0.000,0.000
25,RPKV,P,0.000,0.000
25,RPKV,S,0.000,0.000
25,HLUH,P,0.000,0.000
25,HLUH,S,0.000,0.000
26,RHPW,P,0.000,0.000
26,RHPW,S,0.000,0.000
26,XBVK,P,0.000,0.000
26,XBVK,S,0.000,0.000
26,LUEX,P,0.000,0.000
26,LUEX,S,0.000,0.000
26,AVTK,P,0.000,0.000
26,AVTK,S,0.000,0.000
26,CBZA,P,0.000,0.000
26,CBZA,S,0.000,0.000
26,DNOA,P,0.000,0.000
26,MGUS,P,0.000,0.000
26,MGUS,S,0.000,0.000
26,RAWC,P,0.000,0.000
26,RAWC,S,0.000,0.000
26,APSL,P,0.000,0.000
26,APSL,S,0.000,0.000
26,DQYH,P,0.000,0.000
26,DQYH,S,0.000,0.000
26,VOCA,P,0.000,0.000
26,VOCA,S,0.000,0.000
26,RPKV,P,0.000,0.000
26,RPKV,S,0.000,0.000
26,QYDI,P,0.000,0.000
26,QYDI,S,0.000,0.000
26,HLUH,P,0.000,0.000
26,HLUH,S,0.000,0.000
27,LUEX,P,0.000,0.000
27,LUEX,S,0.000,0.000
27,RHPW,P,0.000,0.000
27,RHPW,S,0.000,0.000
27,CBZA,P,0.000,0.000
27,CBZA,S,0.000,0.000
27,XBVK,P,0.000,0.000
27,XBVK,S,0.000,0.000
27,AVTK,P,0.000,0.000
27,AVTK,S,0.000,0.000
27,DQYH,P,0.000,0.000
27,DQYH,S,0.000,0.000
27,DNOA,P,0.000,0.000
27,DNOA,S,0.000,0.000
27,MGUS,P,0.000,0.000
27,MGUS,S,0.000,0.000
27,FOUH,P,0.000,0.000
27,FOUH,S,0.000,0.000
27,APSL,P,0.000,0.000
27,APSL,S,0.000,0.000
27,VOCA,P,0.000,0.000
27,VOCA,S,0.000,0.000
27,RPKV,P,0.000,0.000
27,RPKV,S,0.000,0.000
27,QYDI,P,0.000,0.000
27,QYDI,S,0.000,0.000
28,LUEX,P,0.000,0.000
28,LUEX,S,0.000,0.000
28,CBZA,P,0.000,0.000
28,CBZA,S,0.000,0.000
28,RHPW,P,0.000,0.000
28,RHPW,S,0.000,0.000
28,AVTK,P,0.000,0.000
28,AVTK,S,0.000,0.000
28,XBVK,P,0.000,0.000
28,XBVK,S,0.000,0.000
28,RAWC,P,0.000,0.000
28,RAWC,S,0.000,0.000
28,MGUS,P,0.000,0.000
28,MGUS,S,0.000,0.000
28,DNOA,P,0.000,0.000
28,DNOA,S,0.000,0.000
28,DQYH,P,0.000,0.000
28,DQYH,S,0.000,0.000
28,APSL,P,0.000,0.000
28,APSL,S,0.000,0.000
28,FOUH,P,0.000,0.000
28,FOUH,S,0.000,0.000
28,VOCA,P,0.000,0.000
28,VOCA,S,0.000,0.000
28,RPKV,P,0.000,0.000
28,RPKV,S,0.000,0.000
28,HLUH,P,0.000,0.000
28,HLUH,S,0.000,0.000
29,LUEX,P,0.000,0.000
29,LUEX,S,0.000,0.000
29,AVTK,P,0.000,0.000
29,AVTK,S,0.000,0.000
29,RHPW,P,0.000,0.000
29,RHPW,S,0.000,0.000
29,XBVK,P,0.000,0.000
29,XBVK,S,0.000,0.000
29,DQYH,P,0.000,0.000
29,DQYH,S,0.000,0.000
29,DNOA,P,0.000,0.000
29,DNOA,S,0.000,0.000
29,FOUH,P,0.000,0.000
29,FOUH,S,0.000,0.000
29,MGUS,P,0.000,0.000
29,MGUS,S,0.000,0.000
29,RAWC,P,0.000,0.000
29,RAWC,S,0.000,0.000
29,APSL,P,0.000,0.000
29,APSL,S,0.000,0.000
29,VOCA,P,0.000,0.000
29,VOCA,S,0.000,0.000
29,RPKV,P,0.000,0.000
29,RPKV,S,0.000,0.000
29,HLUH,P,0.000,0.000
29,HLUH,S,0.000,0.000
29,QYDI,P,0.000,0.000
29,QYDI,S,0.000,0.000
